Group Number,Date_Submittted,Analyte_(Lead),Result_Lead_(PPB),Analyte_(Copper),Result_Copper_(PPB),Address,City,Zip_Code,Site_Code,Service_Line_Material,Sample_Location
4,3/31/2016,Lead,0,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1256,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,70,BURROUGHS AVE   ,FLINT,48507,FS1261,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,W VAN WAGONER AVE ,FLINT,48505,FS1267,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,70,BRANDON ST   ,FLINT,48503,FS1314,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,HOLLY AVE   ,FLINT,48506,FS1327,Copper,
4,3/30/2016,Lead,0,Copper,0,E YORK AVE  ,FLINT,48505,FS1330,Copper,BATHROOM
4,4/1/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS1383,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,KENNELWORTH AVE   ,FLINT,48503,FS1387,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,WINTHROP BLVD   ,FLINT,48505,FS1415,Copper,BATHROOM
4,3/30/2016,Lead,0,Copper,140,M L KING AVE ,FLINT,48505,FS1419,Copper,
4,3/30/2016,Lead,0,Copper,0,HERRICK ST   ,FLINT,48532,FS1437,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS1440,Copper,
4,3/30/2016,Lead,0,Copper,0,DURAND ST   ,FLINT,48503,FS1443,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,0,Copper,80,W GENESEE ST  ,FLINT,48505,FS1480,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1521,Copper,WITHOUT A FILTER
4,4/5/2016,Lead,0,Copper,60,VERMILYA AVE   ,FLINT,48507,FS1530,Copper,
4,3/30/2016,Lead,0,Copper,0,CASSIUS ST   ,FLINT,48505,FS1577,Copper,
4,3/30/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1578,Copper,BATHROOM
4,3/30/2016,Lead,0,Copper,160,ARLENE AVE   ,FLINT,48532,FS1586,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,0,HOLLY AVE   ,FLINT,48506,FS1601,Copper,
4,3/30/2016,Lead,0,Copper,90,E ALMA AVE  ,FLINT,48505,FS1604,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1627,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,50,HOGARTH AVE   ,FLINT,48532,FS1659,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS1666,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1668,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1671,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,CASSIUS ST   ,FLINT,48505,FS1690,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,BROWNING AVE   ,FLINT,48507,FS1698,Copper,KITCHEN
4,4/4/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1726,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1743,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1749,Copper,BATHROOM
4,3/30/2016,Lead,0,Copper,0,NOLEN DR   ,FLINT,48504,FS1756,Copper,KITCHEN
4,4/4/2016,Lead,0,Copper,90,CALUMET ST   ,FLINT,48503,FS1824,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,70,ARLENE AVE   ,FLINT,48532,FS1851,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1891,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS1899,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,100,ROBBIE LN   ,FLINT,48505,FS1917,Copper,KITCHEN WITHOUT
4,3/30/2016,Lead,0,Copper,0,BRANDON ST   ,FLINT,48503,FS1966,Copper,
4,3/30/2016,Lead,0,Copper,0,HURON ST   ,FLINT,48507,FS1968,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,60,CHAMBERS ST   ,FLINT,48507,FS1971,Copper,BATHROOM
4,3/30/2016,Lead,0,Copper,100,CHANDLER AVE   ,FLINT,48503,FS1972,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,GRANDY ST   ,FLINT,48503,FS1975,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1976,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,E GENESEE ST  ,FLINT,48505,FS2000,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,W GENESEE ST  ,FLINT,48504,FS2007,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,70,ALVORD AVE   ,FLINT,48507,FS2019,Copper,BATHROOM WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,0,BROWNING AVE   ,FLINT,48507,FS2024,Copper,
4,3/30/2016,Lead,0,Copper,100,E RUSSELL AVE  ,FLINT,48505,FS2038,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2042,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,0,CALUMET ST   ,FLINT,48503,FS2054,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,90,CLINTON ST   ,FLINT,48507,FS2055,Copper,KITCHEN
4,4/4/2016,Lead,0,Copper,0,E BAKER ST  ,FLINT,48505,FS2059,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,CHALMERS ST   ,FLINT,48503,FS2060,Copper,WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,CHALMERS ST   ,FLINT,48503,FS2077,Copper,KITHCEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2079,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,50,GREENFIELD AVE   ,FLINT,48503,FS2123,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,E ALMA AVE  ,FLINT,48505,FS2128,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,E ALMA AVE  ,FLINT,48505,FS2133,Copper,
4,3/30/2016,Lead,0,Copper,0,CLINTON ST   ,FLINT,48507,FS2134,Copper,KITCHEN WITHOUT FILTER
4,4/1/2016,Lead,0,Copper,0,W SIXTH ST  ,FLINT,48503,FS2193,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,0,Copper,70,MOUNTAIN AVE   ,FLINT,48503,FS2196,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,60,WOODROW AVE   ,FLINT,48506,FS2197,Copper,KITCHEN
4,4/4/2016,Lead,0,Copper,0,E YORK AVE  ,FLINT,48505,FS2198,Copper,
4,3/30/2016,Lead,0,Copper,70,HILLS ST   ,FLINT,48503,FS2199,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,E CARPENTER RD  ,FLINT,48505,FS2224,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,90,MOUNTAIN AVE   ,FLINT,48503,FS2226,Copper,
4,3/31/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2233,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,BRANDON ST   ,FLINT,48503,FS2234,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,260,CLINTON ST   ,FLINT,48507,FS2242,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,200,FRANK ST   ,FLINT,48504,FS2245,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,FRANK ST   ,FLINT,48504,FS2261,Copper,
4,4/5/2016,Lead,0,Copper,60,PIERCE ST   ,FLINT,48503,FS2262,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS2265,Copper,
4,3/31/2016,Lead,0,Copper,100,CLAIRMONT ST   ,FLINT,48503,FS2275,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,E JACKSON AVE  ,FLINT,48505,FS2284,Copper,
4,3/30/2016,Lead,0,Copper,0,ALLENDALE PL   ,FLINT,48503,FS2340,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2345,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,60,HOLLY AVE   ,FLINT,48506,FS2346,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,WOODROW AVE   ,FLINT,48506,FS2351,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,100,ALLENDALE PL   ,FLINT,48503,FS2354,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,0,Copper,70,NEW YORK AVE  ,FLINT,48506,FS2355,Copper,
4,3/30/2016,Lead,0,Copper,100,HOGARTH AVE   ,FLINT,48532,FS2362,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS2375,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,160,WESTWOOD PKWY   ,FLINT,48503,FS2430,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,80,CALUMET ST   ,FLINT,48503,FS2454,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,100,HERRICK ST   ,FLINT,48532,FS2511,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,60,CRAWFORD ST   ,FLINT,48507,FS2514,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,E MOORE ST  ,FLINT,48505,FS2573,Copper,KITCHEN
4,3/31/2016,Lead,0,Copper,0,MARVIN ST   ,FLINT,48505,FS2574,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,0,Copper,0,WHITNEY AVE   ,FLINT,48532,FS2608,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,60,SHERWOOD DR   ,FLINT,48503,FS2611,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,CAMPBELL ST   ,FLINT,48507,FS2616,Copper,
4,3/30/2016,Lead,0,Copper,0,VALLEY LN   ,FLINT,48503,FS2658,Copper,
4,3/31/2016,Lead,0,Copper,0,W ATHERTON RD  ,FLINT,48507,FS2671,Copper,BATHROOM
4,3/31/2016,Lead,0,Copper,90,MILTON DR   ,FLINT,48507,FS2683,Copper,KITCHEN
4,4/4/2016,Lead,0,Copper,170,E SECOND ST  ,FLINT,48503,FS2688,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,0,Copper,60,BARRIE AVE   ,FLINT,48507,FS2689,Copper,BATHROOM
4,3/31/2016,Lead,0,Copper,70,DALE AVE   ,FLINT,48506,FS2714,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,0,Copper,0,CRAWFORD ST   ,FLINT,48507,FS2715,Copper,KITCHEN
4,3/30/2016,Lead,0,Copper,0,W PATERSON ST  ,FLINT,48503,FS2716,Copper,BATHROOM WITHOUT FILTER
4,3/31/2016,Lead,1,Copper,90,E RUSSELL AVE  ,FLINT,48505,FS0004,Copper,
4,3/30/2016,Lead,1,Copper,0,N CENTER RD  ,FLINT,48506,FS0077,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,0,PARKBELT DR   ,FLINT,48505,FS0136,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,1,Copper,0,INGLESIDE AVE   ,FLINT,48507,FS0243,Copper,
4,3/30/2016,Lead,1,Copper,0,BROWN ST   ,FLINT,48503,FS0259,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,0,WOODCROFT AVE   ,FLINT,48503,FS0266,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS0282,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,90,MOUNTAIN AVE   ,FLINT,48503,FS0294,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0298,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0302,Copper,
4,3/30/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0303,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS0305,Copper,
4,3/30/2016,Lead,1,Copper,0,RASKOB ST   ,FLINT,48504,FS0364,Copper,
4,3/31/2016,Lead,1,Copper,0,CADILLAC ST   ,FLINT,48504,FS0397,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,0,MACKIN RD   ,FLINT,48503,FS0398,Copper,
4,3/30/2016,Lead,1,Copper,60,COPEMAN BLVD   ,FLINT,48504,FS0538,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,1,Copper,120,FERNDALE PL   ,FLINT,48503,FS0545,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,200,CLOVERDALE PL   ,FLINT,48503,FS0565,Copper,KITCHEN WITHOUT FILTER
4,4/1/2016,Lead,1,Copper,0,WINONA ST   ,FLINT,48504,FS0566,Copper,KITCHEN WITHOUT FILTER
4,4/1/2016,Lead,1,Copper,0,WINONA ST   ,FLINT,48504,FS0579,Copper,KITCHEN WITH FILTER
4,4/5/2016,Lead,1,Copper,0,WELCH BLVD   ,FLINT,48504,FS0632,Copper,KITCHEN
4,4/5/2016,Lead,1,Copper,300,BRENTWOOD DR   ,FLINT,48503,FS0692,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,160,HELBER ST   ,FLINT,48504,FS0710,Copper,
4,3/30/2016,Lead,1,Copper,0,HELBER ST   ,FLINT,48504,FS0713,Copper,
4,3/31/2016,Lead,1,Copper,70,MALLERY ST   ,FLINT,48504,FS0765,Copper,KITCHEN
4,4/2/2016,Lead,1,Copper,0,NORBERT ST   ,FLINT,48504,FS0774,Copper,BATHROOM
4,3/30/2016,Lead,1,Copper,0,WHITNEY AVE   ,FLINT,48532,FS1041,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,1,Copper,70,TENNYSON AVE   ,FLINT,48507,FS1047,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,E MOORE ST  ,FLINT,48505,FS1088,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,MASON ST   ,FLINT,48505,FS1089,Copper,
4,3/30/2016,Lead,1,Copper,0,BRANDON ST   ,FLINT,48503,FS1142,Copper,KITCHEN
4,4/4/2016,Lead,1,Copper,0,HOGARTH AVE   ,FLINT,48532,FS1147,Copper,BATHROOM
4,3/31/2016,Lead,1,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS1167,Copper,BATHROOM
4,3/30/2016,Lead,1,Copper,0,ROOME CT   ,FLINT,48503,FS1211,Copper,KITCHEN
4,3/31/2016,Lead,1,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1263,Copper,BATHROOM
4,4/4/2016,Lead,1,Copper,0,W SIXTH ST  ,FLINT,48503,FS1333,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,90,HOGARTH AVE   ,FLINT,48532,FS1541,Copper,
4,3/31/2016,Lead,1,Copper,0,WALDMAN AVE   ,FLINT,48507,FS1573,Copper,KITCHEN
4,3/31/2016,Lead,1,Copper,0,WALDMAN AVE   ,FLINT,48507,FS1591,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1728,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,50,NOLEN DR   ,FLINT,48504,FS1881,Copper,KITCHEN
4,3/30/2016,Lead,1,Copper,0,FOREST HILL AVE  ,FLINT,48504,FS1892,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,1,Copper,60,DALE AVE   ,FLINT,48506,FS1981,Copper,KITCHEN WITHOUT FILTER
4,4/1/2016,Lead,1,Copper,80,DALE AVE   ,FLINT,48506,FS1992,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,70,WINDEMERE AVE   ,FLINT,48503,FS1995,Copper,
4,3/31/2016,Lead,1,Copper,0,E HOBSON AVE  ,FLINT,48505,FS2032,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,0,E COURT ST  ,FLINT,48503,FS2126,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,50,LINWOOD AVE   ,FLINT,48503,FS2324,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,100,CHANDLER AVE   ,FLINT,48503,FS2344,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,1,Copper,180,ARLENE AVE   ,FLINT,48532,FS2364,Copper,KITCHEN WITH FILTER
4,4/5/2016,Lead,1,Copper,130,BROWNING AVE   ,FLINT,48507,FS2455,Copper,
4,3/30/2016,Lead,1,Copper,200,W HAMILTON AVE  ,FLINT,48504,FS2720,Copper,BATHROOM WITHOUT FILTER
4,3/31/2016,Lead,2,Copper,0,E MOORE ST  ,FLINT,48505,FS0018,Copper,BATHROOM
4,3/30/2016,Lead,2,Copper,80,SALISHAN CIR   ,FLINT,48506,FS0063,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,DICKINSON ST   ,FLINT,48504,FS0091,Copper,KITCHEN
4,3/31/2016,Lead,2,Copper,0,THOMAS ST   ,FLINT,48504,FS0096,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,ORANGE LN   ,FLINT,48505,FS0139,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,NELSON ST   ,FLINT,48503,FS0162,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,120,KENNELWORTH AVE   ,FLINT,48503,FS0171,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,60,SWAYZE ST   ,FLINT,48503,FS0188,Copper,KITCHEN
4,3/31/2016,Lead,2,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS0196,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,BUCKINGHAM AVE   ,FLINT,48507,FS0230,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,CLINTON ST   ,FLINT,48507,FS0234,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,2,Copper,0,MAJOR ST   ,FLINT,48507,FS0241,Copper,
4,3/30/2016,Lead,2,Copper,0,S VERNON AVE  ,FLINT,48503,FS0290,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,2,Copper,120,E COURT ST  ,FLINT,48503,FS0306,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,LIPPINCOTT BLVD   ,FLINT,48503,FS0311,Copper,
4,4/4/2016,Lead,2,Copper,0,WYOMING AVE   ,FLINT,48506,FS0326,Copper,BATHROOM
4,3/30/2016,Lead,2,Copper,80,COPEMAN BLVD   ,FLINT,48504,FS0334,Copper,BATHROOM
4,3/30/2016,Lead,2,Copper,0,MISSOURI AVE   ,FLINT,48506,FS0350,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,210,COPEMAN BLVD   ,FLINT,48504,FS0426,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,90,N BALLENGER HWY  ,FLINT,48504,FS0543,Copper,KITCHEN WITHOUT FILTER
4,4/1/2016,Lead,2,Copper,0,WINONA ST   ,FLINT,48504,FS0583,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,BARTH ST   ,FLINT,48504,FS0604,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,WINONA ST   ,FLINT,48504,FS0606,Copper,
4,3/30/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0663,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,2,Copper,0,BRENTWOOD DR   ,FLINT,48503,FS0670,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0672,Copper,
4,4/4/2016,Lead,2,Copper,160,WELCH BLVD   ,FLINT,48504,FS0682,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,MASON ST   ,FLINT,48505,FS1039,Copper,KITCHEN WITHOUT FILTER
4,3/31/2016,Lead,2,Copper,110,CLAIRMONT ST   ,FLINT,48503,FS1125,Copper,KITCHEN
4,3/30/2016,Lead,2,Copper,0,CHALMERS ST   ,FLINT,48503,FS1129,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1633,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1638,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,NOLEN DR   ,FLINT,48504,FS1756,Copper,BATHROOM
4,3/30/2016,Lead,2,Copper,0,KENSINGTON AVE   ,FLINT,48503,FS1771,Copper,
4,3/30/2016,Lead,2,Copper,120,CALUMET ST   ,FLINT,48503,FS1824,Copper,KITCHEN
4,3/31/2016,Lead,2,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1978,Copper,BATHROOM WITHOUT FILTER
4,3/31/2016,Lead,2,Copper,0,CLINTON ST   ,FLINT,48507,FS1998,Copper,
4,3/30/2016,Lead,2,Copper,0,E SECOND ST  ,FLINT,48503,FS2011,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,2,Copper,0,CEDAR ST APT 1 ,FLINT,48503,FS2347,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,2,Copper,0,CHICAGO BLVD   ,FLINT,48503,FS2363,Copper,KITCHEN
4,4/4/2016,Lead,2,Copper,110,LAFAYETTE ST   ,FLINT,48503,FS2566,Copper,BATHROOM
4,3/30/2016,Lead,2,Copper,100,HILLS ST   ,FLINT,48503,FS2626,Copper,KITCHEN
4,3/31/2016,Lead,2,Copper,0,DALE AVE   ,FLINT,48506,FS2719,Copper,
4,3/30/2016,Lead,2,Copper,70,CRESTBROOK LN   ,FLINT,48507,FS5000,Copper,BATHROOM WITHOUT FILTER
4,4/5/2016,Lead,3,Copper,0,PROCTOR AVE   ,FLINT,48504,FS0034,Copper,KITCHEN WITHOUT FILTER
4,4/4/2016,Lead,3,Copper,220,BERKLEY ST   ,FLINT,48504,FS0108,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,3,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0285,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,210,WINDEMERE AVE   ,FLINT,48503,FS0291,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,0,E RUTH AVE  ,FLINT,48505,FS0314,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0328,Copper,
4,3/30/2016,Lead,3,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0343,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,150,SLOAN ST   ,FLINT,48504,FS0360,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,0,COVENTRY CT   ,FLINT,48503,FS0372,Copper,BATHROOM WITHOUT FILTER
4,4/1/2016,Lead,3,Copper,0,CHURCH ST   ,FLINT,48502,FS0389,Copper,BATHROOM WITHOUT FILTER
4,4/4/2016,Lead,3,Copper,350,SENECA ST   ,FLINT,48504,FS0412,Copper,KITCHEN
4,4/4/2016,Lead,3,Copper,0,WINONA ST   ,FLINT,48504,FS0416,Copper,
4,3/30/2016,Lead,3,Copper,180,N BALLENGER HWY  ,FLINT,48504,FS0421,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0432,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,0,WESTCOMBE AVE   ,FLINT,48503,FS0608,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,50,SENECA ST   ,FLINT,48504,FS0618,Copper,
4,4/1/2016,Lead,3,Copper,170,NORBERT ST   ,FLINT,48504,FS0791,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,190,ROBBIE LN   ,FLINT,48505,FS1141,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,0,CEDAR ST APT 2 ,FLINT,48503,FS1144,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,0,PIERCE ST   ,FLINT,48503,FS1269,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,60,E DARTMOUTH ST  ,FLINT,48505,FS1289,Copper,BATHROOM
4,4/1/2016,Lead,3,Copper,70,LAWNDALE AVE   ,FLINT,48504,FS1361,Copper,KITCHEN
4,4/1/2016,Lead,3,Copper,0,COLLINGWOOD PKWY   ,FLINT,48503,FS1606,Copper,BATHROOM WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,0,CLINTON ST   ,FLINT,48507,FS1672,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,0,NORWOOD DR   ,FLINT,48503,FS1701,Copper,
4,3/31/2016,Lead,3,Copper,50,STARKWEATHER ST   ,FLINT,48506,FS2127,Copper,
4,3/30/2016,Lead,3,Copper,70,W ALMA AVE  ,FLINT,48505,FS2195,Copper,
4,3/30/2016,Lead,3,Copper,0,E BAKER ST  ,FLINT,48505,FS2220,Copper,KITCHEN
4,4/1/2016,Lead,3,Copper,0,PIERCE ST   ,FLINT,48503,FS2246,Copper,KITCHEN WITHOUT FILTER
4,3/30/2016,Lead,3,Copper,100,FRANK ST   ,FLINT,48504,FS2267,Copper,KITCHEN
4,3/30/2016,Lead,3,Copper,0,RASKOB ST   ,FLINT,48504,FS2717,Copper,
4,4/1/2016,Lead,4,Copper,0,CHURCHILL AVE   ,FLINT,48506,FS0054,Copper,BATHROOM
4,3/31/2016,Lead,4,Copper,100,CARTIER ST   ,FLINT,48504,FS0107,Copper,
4,3/30/2016,Lead,4,Copper,0,JANICE DR   ,FLINT,48504,FS0137,Copper,KITCHEN WITH FILTER
4,3/30/2016,Lead,4,Copper,0,E COURT ST  ,FLINT,48503,FS0289,Copper,KITCHEN
4,3/30/2016,Lead,4,Copper,250,WISCONSIN AVE   ,FLINT,48506,FS0347,Copper,KITCHEN
4,3/30/2016,Lead,4,Copper,0,MACKIN RD   ,FLINT,48504,FS0357,Copper,BATHROOM
4,4/4/2016,Lead,4,Copper,0,MACKIN RD   ,FLINT,48503,FS0667,Copper,
4,3/30/2016,Lead,4,Copper,200,HELBER ST   ,FLINT,48504,FS0714,Copper,KITCHEN
4,3/30/2016,Lead,4,Copper,0,MALLERY ST   ,FLINT,48504,FS0983,Copper,
